score,actions,loss,eps
1453.6,208.19,5.471036662862755,0.1
1283.9,204.52,5.128513797498602,0.1
666.3,166.27,9.680962826006699,0.1
839.6,159.35,7.7012732665596,0.1
738.7,145.57,7.969507938863213,0.1
731.4,151.3,8.32597020941103,0.1
743.7,147.28,8.370172669375014,0.1
512.5,148.66,14.380982975262933,0.1
640.6,155.76,15.325628069036528,0.1
606.8,147.38,19.798436441557033,0.1
507.3,139.02,24.684166804483777,0.1
519.9,146.14,49.32218321169913,0.1
216.5,132.93,4.755930438817878,0.1
203.5,129.65,4.57437251351856,0.1
231.9,131.67,4.473551194747254,0.1
233.8,134.42,4.375656652139706,0.1
259.2,132.75,4.272728933267784,0.1
630.7,151.06,4.432125573146914,0.1
710.4,154.2,4.452315116080095,0.1
615.4,149.97,4.470927921005633,0.1
630.2,142.84,4.460822065275953,0.1
665.7,148.29,4.544688118912773,0.1
559.7,143.91,4.6781427023205655,0.1
603.7,147.13,4.686956249014895,0.1
625.6,143.27,4.650078827754689,0.1
664.7,150.08,4.563655823393998,0.1
588.9,144.91,4.621086448743603,0.1
600.6,143.4,4.781593585431117,0.1
668.6,149.13,4.675920252164122,0.1
662.3,151.72,4.687328766197165,0.1
584.4,150.51,4.680966652363261,0.1
718.0,155.33,4.636472625597471,0.1
659.8,150.3,4.638441404048934,0.1
652.8,146.6,4.609367460299802,0.1
593.1,142.71,4.754787610515741,0.1
569.6,147.71,4.78091148727578,0.1
654.2,147.62,4.808266698177699,0.1
625.3,143.74,4.804430301752313,0.1
648.7,151.89,4.712447918770102,0.1
649.1,152.94,4.695496403143604,0.1
622.0,149.92,4.638755162752542,0.1
622.7,144.14,4.686960383142893,0.1
569.8,145.49,4.815069264975282,0.1
564.2,136.9,4.849892999852545,0.1
659.7,153.08,4.941038435216821,0.1
624.9,144.75,4.908320784954807,0.1
658.2,145.28,4.83570106221822,0.1
724.8,152.75,4.757143206923748,0.1
611.8,147.37,4.7287508975199275,0.1
592.8,137.79,4.774046311058764,0.1
629.2,146.89,4.83465481823585,0.1
548.3,140.79,4.811517378403536,0.1
663.0,149.54,4.7897223009632075,0.1
579.4,137.85,4.77838577312401,0.1
585.1,143.86,4.8630154133222705,0.1
667.0,154.27,4.811590943730742,0.1
618.0,145.48,4.783108713232659,0.1
639.3,155.93,4.705579509667849,0.1
662.7,149.05,4.657786925088747,0.1
567.5,141.02,4.690147381821992,0.1
615.3,149.59,4.672893127647483,0.1
605.1,143.86,4.781528031351746,0.1
651.4,144.04,4.843907006715448,0.1
635.2,147.81,4.809420943106768,0.1
636.8,147.99,4.840631730893816,0.1
542.4,136.79,4.858193162084384,0.1
642.2,148.2,4.773943066641886,0.1
689.2,154.74,4.793454063714476,0.1
730.6,155.83,4.735051551101015,0.1
653.6,151.04,4.709516272979465,0.1
586.9,146.09,4.678132827497882,0.1
593.5,148.95,4.679243017346676,0.1
573.5,144.87,4.770304904063412,0.1
630.2,149.33,4.72775560314808,0.1
645.8,144.56,4.734240959177697,0.1
719.2,158.93,4.710851291094096,0.1
