score,actions,loss,eps
3.3,0.89,8.945512235164642,0.9999199
439.4,133.77,4.495101135199108,0.9878806
510.7,138.86,4.4136583507565,0.9753832
509.3,135.71,4.267069833252544,0.9631693
551.4,141.86,4.246407237813867,0.9504019
444.2,132.15,4.225148007855056,0.9385084
528.9,140.04,4.490059894463148,0.9259048
534.0,140.37,4.409776269679388,0.9132715
533.5,141.34,4.298553221688735,0.9005509
523.7,138.26,4.218990526945863,0.8881075
593.7,148.75,4.195473334184663,0.8747199999999999
669.7,147.49,4.293056201238257,0.8614459
575.1,140.85,4.287259471115302,0.8487694
674.4,147.3,4.2134037583173845,0.8355124
624.9,143.97,4.314237806237299,0.8225551
582.6,143.5,4.221103770371497,0.8096401
673.4,152.73,4.338941010986865,0.7958944
667.8,143.34,4.230522102490387,0.7829938
687.5,149.81,4.235754585342833,0.7695109
753.8,154.65,4.1957170799330825,0.7555924
691.2,147.48,4.230864622003408,0.7423192
645.2,143.64,4.38097930278401,0.7293916
715.2,148.2,4.316387609945775,0.7160536
719.7,150.99,4.321908923244689,0.7024645
749.2,153.13,4.265020621602249,0.6886828
850.7,155.76,4.205611200006019,0.6746643999999999
858.0,159.92,4.420144769544414,0.6602716
776.0,150.4,4.232020441455229,0.6467356
819.5,157.93,4.245426742366648,0.6325219
849.6,160.05,4.159721876389563,0.6181174
751.7,147.71,4.228297501460861,0.6048235
991.9,167.84,4.35519984473583,0.5897178999999999
946.3,165.29,4.251598109676209,0.5748418
904.4,158.26,4.218697309163786,0.5605983999999999
1026.2,167.01,4.177598823298143,0.5455675
919.7,163.39,4.162748847015067,0.5308624
992.7,168.4,4.3201466418509575,0.5157064
1162.2,176.34,4.168854126835343,0.49983579999999994
1077.0,175.62,4.035171261017947,0.48402999999999996
1091.8,180.1,3.9928773382329865,0.46782100000000004
1117.9,185.52,3.856682234979417,0.4511242
1183.3,185.18,4.1275889251273705,0.434458
1124.3,173.22,3.99463588697774,0.4188681999999999
1083.3,169.78,4.010414841829422,0.40358799999999995
1021.7,168.51,4.102563077965197,0.3884221
1161.1,175.79,4.118003147755557,0.37260099999999996
1313.5,188.9,4.266982117914235,0.3556
1321.3,192.01,4.052149633140434,0.3383191
1290.8,186.06,3.97320555432661,0.32157369999999996
1253.1,185.98,3.8730085954863918,0.30483550000000004
1494.2,199.87,3.878985683469327,0.28684719999999997
1366.6,193.07,4.036204726945118,0.26947090000000007
1376.1,200.98,3.8478018032455314,0.25138269999999996
1492.4,191.79,3.764821741227897,0.23412159999999993
1483.6,199.08,3.7874200015242043,0.21620440000000007
1398.7,195.82,3.8109723280604406,0.1985806
1685.4,206.33,3.9788124766365645,0.18001089999999997
1646.4,198.73,3.8312777571565526,0.16212519999999997
1606.1,195.16,3.8643290044656156,0.14456079999999993
1462.5,192.73,3.8534739587267177,0.12721510000000003
1648.5,204.05,3.794264948828702,0.10885060000000002
1481.2,201.28,3.9490768762105937,0.1
1413.5,195.72,3.7439368798842647,0.1
1556.8,207.78,3.714027466788636,0.1
1657.5,209.83,3.6039018542298913,0.1
1776.1,220.12,3.5518806054226717,0.1
1555.2,208.98,3.769956227670259,0.1
1572.1,197.19,3.6999023111472695,0.1
1633.6,205.4,3.8349103577523915,0.1
1809.7,211.95,3.7705250418248917,0.1
1573.8,200.36,3.793142069609374,0.1
1802.8,215.25,3.964461371132787,0.1
1759.6,223.85,3.724299864674432,0.1
1638.9,203.34,3.625943688964824,0.1
1660.4,206.57,3.668143908333563,0.1
1763.4,210.44,3.7018189548577216,0.1
1574.6,211.68,3.941891207972861,0.1
1531.5,207.11,3.6645684306446182,0.1
1450.4,206.68,3.5601946297806317,0.1
1511.1,208.44,3.5533005045294668,0.1
1406.2,200.98,3.569114618501099,0.1
1651.1,213.09,3.7829049260390137,0.1
1564.4,204.81,3.7169592654137147,0.1
1439.2,196.08,3.632457290998479,0.1
1610.3,209.49,3.628951597395248,0.1
1566.8,198.59,3.6545536434632373,0.1
1631.5,215.78,3.9221300265544348,0.1
1779.6,218.13,3.746431765673985,0.1
1549.8,211.53,3.68537421839993,0.1
1585.9,214.97,3.565848248258285,0.1
1537.1,209.1,3.4963818904057704,0.1
1549.4,203.44,3.88908712750366,0.1
1728.7,212.63,3.7536511160557082,0.1
1490.9,208.95,3.762834935361213,0.1
1485.1,201.89,3.6650077146278313,0.1
1640.3,216.85,3.6360929413179752,0.1
1605.1,212.81,4.1074883618056575,0.1
1776.8,214.83,3.804261121133392,0.1
1555.3,201.67,3.8061771396365525,0.1
1612.3,203.69,3.8472596172628077,0.1
1671.6,213.66,3.8272816462908823,0.1
1303.2,197.9,4.207461447852472,0.1
1379.3,210.1,3.84744651124685,0.1
1394.3,198.86,3.7409652762761203,0.1
1523.6,205.52,3.7799421819238472,0.1
1573.2,204.15,3.8234571434663276,0.1
1300.5,195.08,4.62946372511239,0.1
1501.3,201.22,4.184063176385074,0.1
1546.7,201.51,4.059358430623661,0.1
1473.7,196.57,4.081037187353723,0.1
1528.1,203.05,4.105941903111218,0.1
1191.7,193.35,4.709168233715284,0.1
1371.0,204.94,4.335603116393192,0.1
1476.1,198.15,4.229380040888491,0.1
1432.2,201.8,4.245503015713093,0.1
1470.1,206.51,4.236109576957143,0.1
1340.1,195.18,5.761073922673653,0.1
1482.3,203.97,4.79703885927501,0.1
1423.0,195.09,4.82707428048569,0.1
1669.1,201.47,4.732678275943818,0.1
1633.3,210.51,4.698699145792496,0.1
939.9,179.39,7.2498462064168026,0.1
1309.5,187.25,5.69355008902847,0.1
1403.9,199.13,5.685896912467519,0.1
